PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
73.877953,134.427948,153.130829,0.411444,0.432966,0.802032,0.652578,0.474373,-0.590857,50.789226,196.878824,144.700620,121.336586,191.787734,99.096945,138.834114,179.116864,91.347913,145.960620,162.412048,101.610201,141.369004,143.694188,118.879062,1
59.211384,148.407059,133.705872,0.469592,0.362214,0.805161,0.587969,0.552010,-0.591251,39.307323,205.949358,122.430739,107.736302,198.204639,80.552889,121.848790,192.260955,71.659377,123.219833,175.821699,71.915353,119.626269,152.682545,85.017218,1
57.002571,152.677643,122.895889,0.493677,0.299297,0.816519,0.599973,0.562460,-0.568921,37.908119,210.781374,115.137240,106.420157,204.174937,75.694508,120.067348,198.448164,66.872032,121.366356,182.122330,66.324885,117.092167,157.274654,76.276426,1
56.510395,157.955307,113.509956,0.533303,0.280890,0.797928,0.581567,0.563244,-0.586972,39.370128,213.828514,106.287829,105.269194,211.245674,70.399755,117.795370,205.823591,60.811931,119.046584,189.088321,59.234711,114.442757,164.414378,67.536005,1
56.973492,162.642731,102.409859,0.513521,0.272141,0.813778,0.595503,0.569781,-0.566327,43.196646,215.959595,95.987447,105.949272,217.394437,63.511149,118.052304,212.202156,53.811709,119.987553,195.561826,52.750568,114.816919,170.775512,59.339511,1
56.714329,167.033554,92.387772,0.511793,0.259279,0.819050,0.593139,0.583045,-0.555199,42.212183,219.457125,85.497215,104.676538,223.081155,55.937692,116.929289,218.173928,46.777498,119.558269,201.131023,45.480319,114.347907,176.620477,51.053882,1
56.293182,170.105835,81.652611,0.496385,0.253974,0.830120,0.598006,0.593134,-0.539056,41.709057,221.124149,73.837529,103.564919,227.402211,47.644971,115.961649,222.105184,38.175362,119.271365,204.943708,37.223963,114.182403,180.592575,42.242518,1
54.570053,172.636322,73.621666,0.510196,0.237196,0.826703,0.608165,0.580173,-0.541788,43.590924,220.743137,65.344325,102.339875,228.921001,39.911950,114.588787,223.101778,30.362836,117.550921,205.904414,29.388471,111.344453,181.669543,33.418721,1
52.421185,173.838486,65.832130,0.514325,0.231806,0.825673,0.605145,0.584108,-0.540941,42.553148,219.992554,57.612136,99.108270,229.460179,30.727733,111.807156,224.211012,22.813258,115.125484,207.434795,22.653416,108.606959,183.432178,25.962875,1
50.416428,176.125809,59.585903,0.526463,0.249719,0.812697,0.602107,0.565365,-0.563764,41.302361,220.530877,49.895471,96.367393,230.100938,21.871775,109.121239,224.751370,14.606554,112.747844,208.160339,15.656472,105.869239,184.365670,19.136239,1
48.872555,178.839615,53.462818,0.529829,0.272458,0.803149,0.601966,0.546274,-0.582427,40.584614,221.867791,41.520938,94.578365,231.231993,13.974085,107.185988,225.512508,6.635149,110.741251,209.077532,8.230887,103.188895,185.516400,11.879543,1
49.504726,180.997543,38.841991,0.513171,0.253363,0.820038,0.633089,0.533387,-0.560978,44.385132,221.789619,26.354687,95.020183,230.178881,-3.964919,108.372968,224.147676,-10.040864,111.291510,208.910529,-7.418355,101.487575,187.082055,-3.595943,1
47.001152,196.806961,24.155146,-0.165899,-0.615333,-0.770612,0.547986,0.592160,-0.590811,77.373503,173.324609,-13.907176,89.851121,191.108617,-28.659718,104.367884,231.803340,-31.276754,86.906801,239.810092,-27.745750,53.577611,252.289500,-15.203542,1
