PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
112.085182,213.533234,-21.953135,-0.462904,-0.704009,-0.538602,-0.045222,0.625588,-0.778842,76.327824,200.622012,-69.571889,74.897885,275.244350,-109.750675,81.064056,258.278717,-129.034451,101.539793,174.592022,-32.406706,118.387706,174.308037,-36.568982,2
106.189804,227.739517,-25.181944,-0.528182,-0.623809,-0.576096,-0.023763,0.689046,-0.724328,60.518169,214.810351,-73.407373,67.475973,300.276531,-101.771368,79.846942,219.175118,-51.566064,91.162304,193.170779,-38.388801,107.594709,192.481749,-43.205690,2
98.959122,237.806992,-28.145872,-0.508082,-0.630830,-0.586435,-0.027524,0.692409,-0.720980,53.556219,220.003647,-77.036347,62.621161,318.460004,-99.990389,74.017416,226.995016,-51.102876,82.606961,202.420280,-42.623100,98.354502,203.696796,-46.966066,2
91.266365,244.046936,-30.239809,-0.513512,-0.617576,-0.595739,-0.022167,0.703584,-0.710266,45.884435,225.048547,-79.676268,56.267868,328.185812,-99.244318,69.946467,294.554602,-133.854633,74.403520,208.943745,-45.585943,89.949091,210.289442,-49.931184,2
83.445518,246.771042,-31.591959,-0.509721,-0.602734,-0.613919,-0.020383,0.721837,-0.691763,38.040733,229.094493,-81.347675,48.902231,333.381542,-98.124949,77.578730,328.085111,-120.696680,66.386263,211.588704,-47.833075,81.856940,213.177114,-51.902526,2
75.367775,248.384689,-32.601410,-0.519525,-0.580458,-0.627026,-0.009706,0.737793,-0.674957,32.609779,232.810992,-82.388314,40.522931,335.660764,-98.224095,68.913189,332.810947,-118.352280,58.632847,213.796693,-49.680148,75.155775,214.003486,-53.864270,2
60.085236,252.278809,-32.790058,-0.467834,-0.625855,-0.624049,-0.053301,0.724778,-0.686917,19.362093,234.467677,-82.602633,18.398262,333.915860,-101.421452,43.284342,330.083206,-122.341455,45.895095,215.859529,-50.596343,63.084083,217.337261,-54.366087,2
43.838364,253.125793,-30.262154,-0.404133,-0.686339,-0.604661,-0.131800,0.697844,-0.704019,1.749198,233.557014,-78.829500,-4.647356,327.038417,-102.127761,20.821076,330.034416,-120.062396,33.423223,215.212808,-45.930951,50.164291,218.070235,-50.376897,2
35.796474,255.246475,-29.227718,-0.422332,-0.720590,-0.549895,-0.176236,0.660353,-0.729982,-8.024947,231.915891,-75.084625,-17.903652,325.711367,-101.323362,8.047801,329.919282,-120.154709,25.034794,215.918675,-42.632526,41.593372,218.857685,-48.002789,2
18.801851,258.873505,-24.541660,-0.436441,-0.735582,-0.518111,-0.250668,0.652459,-0.715166,-25.244358,232.221167,-67.756368,-44.215122,325.179172,-92.948381,-18.612732,332.891487,-112.838380,8.716678,219.058596,-36.754235,24.914699,222.420307,-43.432860,2
10.709044,263.191010,-21.150263,-0.428252,-0.756561,-0.494182,-0.296448,0.634224,-0.714058,-32.999023,233.983927,-63.112878,-57.360498,326.113080,-87.924075,-33.834502,335.700450,-107.644003,1.655862,222.972097,-33.046663,17.637596,226.917656,-39.949332,2
-3.090581,266.459076,-12.369834,-0.437847,-0.775900,-0.454169,-0.367815,0.615548,-0.697002,-46.402860,234.815569,-51.617446,-77.019710,327.672108,-74.473627,-55.793679,334.221887,-97.813457,-12.246848,225.734261,-23.537100,3.119109,230.197867,-31.495046,2
-8.391302,268.659271,-6.897912,-0.456360,-0.776801,-0.433954,-0.401581,0.615015,-0.678594,-52.229361,236.365699,-44.775965,-85.561089,329.470383,-65.356620,-65.343290,336.499051,-89.472314,-17.545132,228.101804,-17.463115,-2.676664,232.426565,-26.214945,2
