PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
165.040604,116.484970,35.376942,-0.005190,0.928603,0.371040,0.134992,0.368299,-0.919855,209.948972,163.041341,30.300461,182.167528,154.202293,55.055973,172.583549,151.205309,58.867465,158.392923,143.385312,61.746601,147.647289,144.439848,54.728018,2
166.824417,117.228249,32.174973,0.169352,0.907112,0.385316,0.137747,0.365340,-0.920626,210.349745,156.762334,27.164644,202.959287,172.955641,28.680642,199.182302,178.424001,9.294220,182.691594,177.056097,-24.409997,157.098755,162.050723,16.111948,2
164.452515,117.709587,28.799925,0.301571,0.769400,0.563097,0.275464,0.495097,-0.824014,202.469535,140.158265,19.322159,209.330442,168.431206,-20.275531,189.377789,181.259908,-37.398347,187.090042,164.912375,-41.411304,166.122619,170.953827,-5.763370,2
170.396057,125.094856,31.296326,-0.375772,-0.440876,-0.815122,0.346756,0.748797,-0.564857,155.405170,132.909504,-14.122996,167.721986,170.327649,-39.952993,166.927005,158.635907,-49.226907,156.597137,96.916953,11.124370,171.011028,95.904984,10.949092,2
180.652191,141.012268,20.941704,-0.289517,-0.496030,-0.818617,0.377103,0.726963,-0.573863,158.180965,149.019669,-28.641213,170.855583,168.340372,-53.906810,175.543203,159.332507,-58.121338,169.656030,110.328307,7.089607,184.184641,109.439870,9.806652,2
185.569458,151.613632,12.954885,-0.328930,-0.524152,-0.785538,0.355318,0.702008,-0.617199,160.727191,154.884283,-36.461347,177.181272,186.528145,-63.120573,176.222156,164.779514,-65.281422,173.610886,122.288334,3.874760,187.110848,121.265567,4.727811,2
190.005417,172.576508,-0.877285,-0.305155,-0.545542,-0.780554,0.330659,0.707955,-0.624071,166.723256,170.418395,-52.337826,180.333801,215.477357,-75.705517,187.180363,198.634631,-81.810664,181.251543,142.703228,-10.726690,192.339467,142.947777,-10.443885,2
190.361710,202.270081,-18.659063,-0.237863,-0.549212,-0.801117,0.266503,0.756232,-0.597569,172.094673,203.005180,-69.676335,183.894182,258.015092,-87.333951,175.181422,201.433038,-83.139281,185.511135,173.219006,-29.870458,198.695253,172.306193,-30.009547,2
187.679108,211.215881,-24.692657,-0.217289,-0.566342,-0.795011,0.221200,0.764712,-0.605216,173.262142,209.397115,-74.188121,180.779239,266.595763,-93.397485,175.566958,203.799756,-57.022349,184.429274,182.084251,-35.129311,197.657542,181.797472,-35.492217,2
184.799698,219.914719,-30.186382,-0.209221,-0.557258,-0.803548,0.203297,0.778993,-0.593162,173.225854,217.361346,-78.917957,177.563414,274.547024,-98.710028,170.249985,204.683563,-54.600303,182.209867,190.975082,-40.664916,195.735822,191.237608,-40.960864,2
