PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
168.377792,123.242271,77.423279,-0.433590,-0.245958,-0.866894,0.563702,0.676514,-0.473887,153.656882,136.343104,26.975100,137.511401,130.772678,37.387407,137.177046,116.350637,39.317636,144.570392,103.067995,51.431244,158.951454,97.392574,54.331384,2
164.309357,124.104095,68.464256,-0.313718,-0.247403,-0.916718,0.593081,0.702902,-0.392662,152.845549,153.074438,21.041138,154.834500,157.146219,2.943470,150.473573,134.336446,4.244008,149.651549,106.687284,28.442610,160.088300,98.969272,34.966967,2
166.745514,134.472977,58.702793,-0.301475,-0.330521,-0.894354,0.512663,0.734679,-0.444324,151.296320,162.920384,12.238843,172.053380,194.778305,-9.675282,172.627058,169.283130,-19.960408,155.446378,117.692123,12.860923,165.618893,107.267766,28.343699,2
167.584061,139.446411,53.391960,-0.292285,-0.361349,-0.885436,0.492502,0.736774,-0.463256,150.552190,167.427682,6.483494,172.696727,199.757755,-15.584374,177.518379,178.707098,-27.458344,159.309818,125.749584,-1.582168,165.995314,110.348956,24.518079,2
172.978561,153.605637,44.601650,-0.275546,-0.455016,-0.846779,0.426284,0.731694,-0.531890,153.506531,176.411743,-3.055645,176.114334,211.012003,-27.800240,186.971779,195.175375,-38.863647,167.290047,137.925002,-15.666649,173.189375,120.955883,22.603552,2
174.117569,169.269836,31.981377,-0.285016,-0.474468,-0.832854,0.383253,0.740005,-0.552729,157.032126,184.650531,-16.152853,172.316663,223.039384,-42.112034,186.757944,209.438118,-52.283739,165.206805,148.904933,-17.750993,175.561859,135.777823,15.088665,2
175.665710,187.524139,19.981894,-0.297652,-0.489134,-0.819848,0.350109,0.743011,-0.570402,160.947629,195.064839,-29.070968,170.021567,234.006854,-55.970759,188.573053,231.815631,-63.232571,166.316428,162.004918,-2.534933,178.359407,154.091205,5.758840,2
175.468475,198.602509,13.294076,-0.297797,-0.486086,-0.821606,0.340063,0.750180,-0.567087,161.805576,202.812950,-36.555592,170.672160,247.830267,-62.060339,189.605861,247.685468,-67.756187,165.765474,171.806717,-2.455680,178.046445,166.979146,0.914259,2
172.759674,214.578995,2.277542,-0.287507,-0.457460,-0.841469,0.329254,0.777812,-0.535351,162.240443,214.954741,-47.769584,166.938623,264.765215,-71.642278,188.758926,270.309602,-75.590256,163.463689,188.698268,-8.999960,176.563278,185.188287,-9.799043,2
170.726517,224.073273,-3.708838,-0.262498,-0.438256,-0.859667,0.333977,0.794579,-0.507053,161.928212,224.635333,-54.513119,166.760905,275.264975,-76.543711,187.482425,282.610187,-79.996110,162.185622,198.512949,-14.043452,175.946561,195.245175,-15.883047,2
167.736954,231.528748,-9.065769,-0.251602,-0.426884,-0.868600,0.339145,0.801678,-0.492233,159.821002,231.977773,-60.517837,165.150415,283.479715,-81.085733,184.461263,291.610120,-84.809515,159.209613,205.880780,-19.527389,172.979066,203.141188,-21.712873,2
