PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
38.551861,252.484573,145.106354,-0.652766,-0.747729,-0.121646,-0.383472,0.464623,-0.798170,-20.042808,234.019861,121.293224,-26.136503,301.134178,66.052431,-2.285342,224.444711,141.227635,20.667642,213.156116,150.504504,34.258846,211.698451,138.853008,2
36.222683,258.007935,124.870514,-0.458547,-0.833870,-0.307239,-0.200367,0.433839,-0.878429,-4.483532,229.228574,84.128821,-17.737436,289.863757,31.289956,11.097598,218.349910,126.994446,29.057432,217.643376,132.680571,41.537103,220.164064,125.493091,2
34.866310,259.314331,118.685043,-0.444006,-0.832852,-0.330478,-0.193923,0.449406,-0.872025,-3.015058,229.089810,76.492777,-17.635785,291.207147,24.601688,9.082985,218.506389,118.786389,28.188685,218.329865,125.516294,41.660672,220.712079,118.620926,2
33.489338,260.444305,112.160904,-0.449266,-0.826448,-0.339329,-0.186796,0.458319,-0.868937,-1.821837,228.286543,69.375770,-18.431265,292.959161,17.969181,6.342314,218.991479,110.398925,27.070805,218.872694,118.170612,41.369043,220.893568,111.396899,2
28.277208,263.244873,82.693047,-0.459294,-0.810636,-0.363206,-0.166884,0.480350,-0.861054,-4.516630,230.673553,37.986790,-18.145815,301.724698,-11.916644,-0.437830,224.564992,80.321591,21.750408,221.406956,86.048117,38.269081,222.470970,79.520367,2
23.595137,265.075684,57.081421,-0.457195,-0.817341,-0.350608,-0.163224,0.464639,-0.870327,-6.530264,229.615219,13.053617,-18.237644,305.931345,-38.649666,-4.333863,228.563693,56.484386,16.658044,224.255338,60.806631,33.785409,224.589973,54.177187,2
19.278378,265.060547,32.654804,-0.406172,-0.839931,-0.359917,-0.168540,0.455971,-0.873891,-9.368546,228.674945,-12.363554,-18.699806,305.811874,-64.149258,-7.174613,227.191499,30.147632,12.898806,223.285925,34.191017,30.533874,224.411488,28.599075,2
14.917522,261.756287,6.495092,-0.380484,-0.849436,-0.365636,-0.164565,0.451253,-0.877091,-12.275106,223.719946,-38.548056,-23.036325,300.457166,-91.114648,-12.226499,221.146068,1.965875,6.491128,220.400275,6.837253,24.986133,221.379156,1.351791,2
10.924513,259.095215,-20.521448,-0.377434,-0.860209,-0.342905,-0.154467,0.423588,-0.892588,-13.434693,217.081311,-63.536601,-27.180351,294.167786,-119.604539,-16.859974,216.782779,-23.646508,2.049424,217.108133,-20.275626,19.594646,218.151569,-25.187884,2
7.243433,256.318695,-46.531681,-0.354840,-0.878471,-0.319964,-0.137325,0.387495,-0.911586,-13.701928,210.687125,-87.758883,-30.290482,287.835736,-147.510522,-19.679298,213.109505,-47.807572,-0.689018,214.015776,-45.316198,16.107506,215.299400,-49.711771,2
5.164487,253.499176,-62.745052,-0.344538,-0.892721,-0.290418,-0.127620,0.351028,-0.927627,-13.835180,205.894350,-102.286151,-31.580574,282.301901,-165.219147,-21.070448,210.210997,-62.933385,-2.860823,211.310326,-60.132267,14.085246,212.752481,-64.384843,2
2.618561,249.737579,-86.357651,-0.320383,-0.913449,-0.250930,-0.115113,0.300472,-0.946819,-13.021307,199.409927,-123.559533,-34.682322,270.211383,-190.649017,-23.989804,205.095180,-87.223320,-5.294862,207.877020,-81.890420,11.983235,209.432288,-86.054385,2
0.648281,244.620544,-106.353546,-0.209169,-0.949417,-0.234214,-0.104007,0.259753,-0.960058,-7.182561,192.092758,-142.335124,-33.549479,256.679959,-212.721478,-22.942398,193.533923,-111.603933,-3.516358,200.936734,-101.934722,12.768609,205.569907,-105.452226,2
-0.123914,241.514938,-117.113693,-0.157469,-0.963721,-0.215513,-0.092166,0.231626,-0.968429,-4.118869,188.042461,-151.946428,-32.038312,247.021115,-224.491978,-21.095201,190.020081,-123.725896,-2.583812,197.004399,-112.172354,13.170295,202.856441,-115.498043,2
-1.075774,239.742813,-125.948616,-0.133778,-0.971716,-0.194606,-0.080111,0.206332,-0.975197,-1.837945,185.623672,-158.552976,-32.365386,231.206148,-231.577477,-20.500214,187.882771,-128.016705,-3.004175,194.437637,-120.178937,11.289808,201.101570,-123.840520,2
-3.337289,238.901047,-136.571701,-0.183152,-0.968133,-0.170804,-0.114174,0.193515,-0.974431,-6.722438,184.921252,-168.470190,-41.787194,211.583664,-234.443251,-22.365911,193.851703,-130.889671,-6.287596,195.530573,-128.110365,6.941140,200.887517,-133.527248,2
-3.937267,238.628021,-138.802017,-0.221262,-0.961432,-0.163378,-0.132749,0.195664,-0.971645,-10.527384,185.514987,-171.553470,-46.331994,206.476553,-232.143251,-23.320959,196.801653,-131.546777,-7.528760,196.878123,-129.011588,5.524663,201.323727,-135.125974,2
-3.725197,238.864258,-139.224930,-0.222872,-0.957565,-0.182751,-0.143617,0.217673,-0.965398,-12.771741,187.793347,-174.934882,-46.430604,228.350124,-241.173207,-22.697398,197.830075,-132.824969,-6.799040,197.775676,-129.671970,7.496888,201.536566,-135.585309,2
-3.933801,241.625793,-140.501144,-0.291595,-0.940555,-0.174153,-0.169709,0.230046,-0.958268,-20.179577,192.883386,-177.842834,-45.135452,255.247005,-244.452739,-25.714810,201.484521,-134.799443,-9.005111,201.243930,-130.899760,7.036109,203.126700,-137.074403,2
-3.450674,243.884705,-139.597229,-0.323823,-0.927396,-0.187283,-0.190912,0.257926,-0.947115,-25.257231,198.281366,-178.859706,-45.855848,264.667480,-241.964049,-26.692756,203.746907,-135.173714,-9.345499,203.598480,-131.004016,7.478884,204.874081,-137.590001,2
-0.247889,249.277237,-135.615738,-0.490388,-0.853775,-0.174894,-0.229483,0.320100,-0.919170,-39.416063,213.817410,-173.405008,-53.061184,278.875774,-231.164877,-30.599094,210.320190,-131.711893,-11.428999,208.007095,-128.705641,5.126787,207.741092,-136.663521,2
4.620797,251.815628,-131.218491,-0.593335,-0.790715,-0.150739,-0.231850,0.347203,-0.908678,-45.518847,224.347318,-165.353268,-56.919316,285.835548,-220.694937,-38.662666,223.399118,-150.924748,-10.228104,210.877470,-123.674571,5.954336,208.943021,-132.553879,2
10.349644,250.539764,-124.626213,-0.669469,-0.719283,-0.185587,-0.213991,0.425984,-0.879060,-51.702783,239.077145,-155.871770,-59.273713,286.127625,-204.910461,-39.279724,233.122113,-156.776649,-7.499030,210.658621,-118.770370,8.144365,207.970221,-128.147015,2
15.508650,251.373810,-120.948479,-0.730080,-0.652955,-0.201578,-0.174588,0.463414,-0.868773,-53.112920,253.118710,-148.766724,-55.217671,289.541205,-196.892883,-34.992285,236.289513,-148.117376,-5.228696,213.468121,-116.029597,10.043998,209.447069,-125.359875,2
21.503418,251.434769,-117.935066,-0.797145,-0.569883,-0.199483,-0.119355,0.472595,-0.873160,-51.221217,265.795042,-141.874744,-49.719296,289.091859,-188.707040,-27.412284,236.421353,-135.274677,-2.595991,216.451140,-112.764667,12.004902,210.466718,-121.876366,2
28.233303,249.989578,-114.464348,-0.866238,-0.462598,-0.188770,-0.060430,0.472051,-0.879498,-45.556780,277.431587,-134.373171,-43.546729,284.648222,-175.245264,-16.809990,236.002310,-119.735909,1.562234,218.975154,-108.204506,14.439937,210.645796,-117.353644,2
35.157696,249.627640,-111.801628,-0.902769,-0.393615,-0.173423,-0.023938,0.448544,-0.893440,-38.297794,285.269395,-129.009203,-36.229360,275.667390,-158.211915,-7.166432,235.888013,-108.750234,7.219089,221.505785,-104.611060,18.966964,211.593666,-113.457721,2
