PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
236.311279,142.347565,1.155159,0.227773,-0.848384,-0.477874,0.051278,0.500544,-0.864191,213.488075,118.850761,-50.917904,232.974704,128.201651,-83.147778,238.759006,98.062617,-40.158228,250.632919,104.402360,-20.853160,261.626855,112.718694,-18.742336,2
237.727005,160.708939,7.876783,0.086616,-0.805643,-0.586035,0.093072,0.592217,-0.800385,225.850523,146.772232,-45.951643,226.615501,152.230968,-76.835831,233.579419,127.318253,6.816096,244.315506,128.694023,13.745561,257.342641,132.726019,12.418538,2
230.806702,165.793549,9.376193,-0.063980,-0.778239,-0.624700,0.153227,0.610899,-0.776739,214.016351,156.279951,-44.152956,216.461235,159.163849,-73.855531,221.465906,133.518600,7.550661,232.484479,132.781720,13.152370,245.609941,134.344731,11.235199,2
220.829803,167.915161,11.578599,-0.143297,-0.740624,-0.656462,0.190154,0.630345,-0.752666,201.687871,158.296397,-42.090178,205.149677,166.257613,-71.511276,206.267783,136.797925,4.744299,219.326132,133.960596,13.135177,232.684367,134.980196,11.598011,2
190.005783,175.305145,14.092151,-0.178085,-0.641670,-0.746020,0.230229,0.709926,-0.665583,173.058974,165.285806,-40.881017,173.917528,182.897357,-67.765775,170.077545,145.949237,-23.445107,182.416057,141.974837,9.934434,198.231329,142.540948,8.703735,2
178.771118,190.311600,12.991428,-0.167352,-0.645441,-0.745251,0.192755,0.719903,-0.666772,162.462079,179.731725,-41.899254,160.822781,195.273259,-66.487862,159.726524,161.608376,-26.862078,172.371252,157.611481,6.769003,189.192955,158.287250,5.717293,2
163.985291,215.103195,11.841671,-0.224890,-0.630980,-0.742489,0.156739,0.728658,-0.666701,145.443953,201.849454,-41.912678,136.160780,204.658246,-45.002844,143.476906,196.345468,-39.393060,159.838322,181.334010,1.028952,173.021834,182.402554,-0.751228,2
149.075302,239.219208,8.272348,-0.306443,-0.661677,-0.684307,0.103700,0.691409,-0.714983,126.965008,222.742503,-42.847471,117.636263,231.789772,-43.066174,132.208034,232.850172,-29.374356,143.228365,205.078108,-0.794327,156.787073,205.873546,-3.306108,2
128.683441,267.560944,6.648951,-0.430538,-0.640332,-0.636091,0.054136,0.685164,-0.726374,105.684044,249.311842,-41.774744,98.484408,292.235275,-59.141187,103.250579,257.570993,-31.133119,118.644897,233.059163,-2.567165,132.291722,233.405768,-5.843771,2
114.367905,282.384888,8.410911,-0.528039,-0.586151,-0.614493,0.032502,0.709118,-0.704341,90.682164,265.530515,-38.578829,86.818588,323.527588,-53.705201,83.471816,271.480325,-26.102293,99.950828,248.502571,-2.668165,113.890775,248.524214,-6.418414,2
103.513771,299.229095,10.625651,-0.567371,-0.549738,-0.613089,0.016097,0.736980,-0.675723,78.255482,285.531534,-36.002350,75.426846,346.208502,-47.097055,71.799483,281.939334,-12.237112,87.588807,266.461575,-2.014407,101.796230,266.387582,-5.915839,2
96.208122,312.596832,9.767107,-0.561129,-0.548394,-0.619998,-0.000589,0.749300,-0.662230,70.422393,300.666641,-37.030289,66.476004,358.653497,-46.508850,64.559158,289.376266,-7.443630,80.600725,280.308151,-1.314867,95.736541,279.952304,-6.139667,2
88.472107,322.833862,8.616198,-0.566885,-0.550939,-0.612461,-0.016528,0.750917,-0.660189,61.470782,312.261993,-37.854572,56.796573,367.312836,-46.713754,57.482182,296.107147,-3.707009,73.055494,291.159619,-0.191387,88.326339,290.588165,-5.784071,2
