PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
184.280212,131.945572,-34.184196,-0.330766,-0.630201,-0.702453,0.208984,0.676956,-0.705731,157.503564,137.922395,-82.875610,164.505083,135.361276,-105.420468,176.831578,144.932071,-118.831197,176.867957,101.384354,-45.846558,189.504871,100.850562,-51.755788,2
179.441284,145.163727,-25.441576,-0.256965,-0.573468,-0.777884,0.164613,0.767177,-0.619953,144.247667,158.108052,-66.236221,154.721318,175.236314,-101.503439,164.624257,165.605219,-106.828389,176.226492,115.309911,-35.048802,190.696255,116.768559,-37.117051,2
177.205551,148.546753,-22.995405,-0.238211,-0.573734,-0.783635,0.130664,0.780595,-0.611227,141.336110,162.142801,-62.698486,150.944162,178.634502,-98.567358,161.299861,170.546188,-104.340412,174.994223,118.579298,-33.236515,188.268633,121.283967,-35.183303,2
171.288803,153.722458,-17.996540,-0.201363,-0.544688,-0.814106,0.107128,0.813898,-0.571046,134.598683,170.173015,-56.191869,144.030075,185.278653,-92.008704,156.207239,180.976640,-98.712410,169.499954,124.129492,-33.655467,182.704875,127.920043,-33.250720,2
164.613907,165.319183,-13.844912,-0.205022,-0.524330,-0.826465,0.063706,0.835463,-0.545842,128.260202,181.995193,-50.008592,137.076991,206.826698,-85.248709,147.789458,197.132349,-93.393856,163.174355,136.126175,-31.129422,176.285851,139.899745,-30.814883,2
157.891449,184.818771,-11.624305,-0.241445,-0.497929,-0.832929,0.033458,0.853541,-0.519949,122.049831,201.400189,-46.381426,128.123190,227.784200,-80.710086,138.857594,220.340605,-89.504298,155.257669,156.501099,-29.112677,168.422916,159.596826,-28.847167,2
148.503159,199.371765,-9.103541,-0.270660,-0.464162,-0.843384,0.023570,0.872626,-0.487820,110.584884,215.991470,-43.501828,116.500644,241.576898,-76.234247,127.676266,236.174509,-84.981836,143.439656,172.193951,-28.981993,157.915887,174.925317,-26.983748,2
130.841110,216.163162,-6.204384,-0.301925,-0.437741,-0.846891,-0.036214,0.892973,-0.448650,89.593237,228.907756,-41.290064,95.931599,267.811717,-66.380939,103.386551,255.320949,-79.291838,124.915023,190.000993,-26.768538,140.287883,192.922327,-25.438430,2
117.633377,225.318130,-6.412594,-0.303467,-0.414986,-0.857726,-0.062993,0.906945,-0.416512,80.055486,238.694699,-41.373517,81.298363,280.738429,-63.209325,89.125421,269.981963,-77.556351,111.228822,200.543933,-29.429957,126.586720,203.715700,-26.261754,2
107.123589,230.463043,-7.255772,-0.311577,-0.405499,-0.859354,-0.082053,0.912477,-0.400816,71.023448,244.494727,-41.372536,69.206715,286.405344,-62.326214,78.251031,279.597913,-76.663277,99.817488,207.827829,-34.070195,115.070151,210.103716,-28.987173,2
95.922569,234.561676,-8.726988,-0.327882,-0.403219,-0.854347,-0.103128,0.914212,-0.391894,60.399561,248.829318,-41.706570,55.923048,290.033020,-62.667705,66.189377,287.532312,-76.450294,87.210212,214.707307,-39.677605,103.017739,214.987363,-31.939199,2
83.313995,236.516754,-10.706690,-0.345906,-0.407003,-0.845398,-0.129492,0.913105,-0.386615,47.509978,250.782405,-41.924545,42.207399,292.750137,-63.386083,53.180750,293.762308,-76.781507,74.770649,222.443089,-44.510555,90.754761,216.325119,-35.802263,2
74.572540,238.542633,-12.450123,-0.356146,-0.434091,-0.827481,-0.170891,0.900869,-0.399038,37.279106,251.575481,-41.996256,31.528122,294.757065,-64.305506,42.369326,299.111523,-76.721698,65.100135,229.016512,-49.490659,82.210277,218.309785,-38.410432,2
50.709599,242.137665,-13.439366,-0.385648,-0.464479,-0.797205,-0.258541,0.883827,-0.389879,10.114321,253.366750,-38.718704,2.471323,296.896381,-62.354972,11.413650,303.745724,-73.899131,30.228989,293.461588,-81.079953,58.031018,222.883383,-42.346726,2
39.140369,243.715134,-12.959834,-0.394216,-0.475934,-0.786181,-0.303838,0.874849,-0.377256,-2.318616,253.549216,-36.705087,-11.478160,298.309480,-59.732050,-4.358442,304.456853,-71.484111,17.102172,300.041475,-77.500602,45.794194,225.892206,-43.023325,2
