PalmPositionX,PalmPositionY,PalmPositionZ,PalmNormalX,PalmNormalY,PalmNormalZ,HandDirectionX,HandDirectionY,HandDirectionZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ,IsLeft
90.889206,145.376801,160.407822,-0.394629,-0.891677,-0.221768,-0.111906,0.286200,-0.951612,50.901814,130.529451,127.741520,67.585583,144.439529,77.279557,65.170026,135.038597,69.814715,79.474610,108.483962,148.280028,92.657325,106.031999,148.490416,2
93.276550,156.120987,166.347443,-0.398729,-0.708162,-0.582685,0.008365,0.632543,-0.774480,47.217183,155.072493,130.869122,57.433284,168.512878,89.457998,58.989257,162.900197,82.233540,81.059685,121.548942,156.923219,98.547633,123.869323,156.315222,2
90.485016,163.433792,166.361542,-0.400675,-0.737119,-0.544165,-0.046484,0.609514,-0.791412,50.791392,156.408942,133.341624,54.113616,176.099106,88.948468,53.694467,167.865787,83.088017,79.521938,128.214041,160.576581,96.168621,131.487658,157.502840,2
88.221130,171.703613,164.926224,-0.421505,-0.717144,-0.555011,-0.034096,0.624137,-0.780570,51.825417,169.681593,129.214896,51.740763,183.686511,88.353817,49.571091,173.158752,84.138013,78.225027,137.940746,162.724564,92.648779,141.120505,158.137250,2
85.351723,178.940460,163.727371,-0.395889,-0.752501,-0.526321,-0.069921,0.596186,-0.799796,50.166359,176.706940,127.027302,48.545433,188.606836,86.615755,47.947927,178.808047,81.058802,76.720712,144.421541,163.137309,89.596291,147.961638,157.767096,2
78.551079,187.650070,161.748367,-0.331487,-0.829066,-0.450295,-0.180416,0.524177,-0.832279,43.611644,175.912662,126.383343,38.418414,196.550534,83.763345,42.263752,191.026224,74.156337,72.814774,152.150635,159.903172,85.973126,154.684631,154.026750,2
75.306931,194.818619,160.277176,-0.360185,-0.805983,-0.469742,-0.180149,0.554155,-0.812686,44.666178,179.897647,123.223628,31.969825,206.899638,84.119345,37.318323,202.825125,73.379021,68.222726,159.553398,156.097249,82.531313,161.877556,151.057353,2
70.886772,199.944122,154.354401,-0.382572,-0.808122,-0.447858,-0.189710,0.543114,-0.817947,40.231758,184.384749,118.590105,26.070839,209.193951,79.799070,32.482929,205.315475,68.039366,63.388232,165.596480,149.980743,78.270532,166.047359,144.749837,2
67.834900,203.444611,149.140884,-0.370917,-0.824264,-0.427795,-0.193957,0.519256,-0.832319,36.515014,187.709744,114.827039,23.122992,210.130025,74.294258,30.023953,205.932533,62.226563,61.371427,169.720085,146.051227,76.392590,169.522194,140.815514,2
57.672726,209.968323,127.925301,-0.327682,-0.841497,-0.429544,-0.186177,0.503243,-0.843851,28.454515,192.647882,94.017654,15.535291,211.597993,52.340736,21.040900,206.462846,41.398436,54.075919,177.469295,128.230741,69.778743,177.266583,122.026981,2
52.743458,211.759171,115.198692,-0.283883,-0.845658,-0.451965,-0.173929,0.508952,-0.843040,26.723201,191.747560,79.640150,13.556244,210.591901,38.861294,17.760913,208.985301,27.656775,52.093922,178.216963,115.731612,66.427187,179.759608,109.848014,2
48.755013,212.618088,101.202950,-0.243432,-0.854591,-0.458710,-0.160118,0.501856,-0.850002,23.874437,190.729779,64.267138,12.089119,209.682060,23.309018,15.272160,207.948500,13.532259,50.483196,177.685945,102.176441,63.668143,181.137300,96.671570,2
44.964790,213.229034,86.290558,-0.238306,-0.850421,-0.469036,-0.138433,0.507762,-0.850302,19.623187,192.454849,48.927295,9.261561,208.261470,8.561382,12.874925,207.194807,-1.152785,46.585861,178.034113,87.870783,59.957722,181.808521,82.371632,2
42.590382,212.933609,75.954102,-0.235955,-0.851630,-0.468029,-0.129827,0.504937,-0.853337,16.588091,193.449397,38.903905,7.244925,206.925104,-1.619526,11.732651,206.136505,-11.689079,43.920730,177.355127,77.498800,57.425509,181.306236,72.203939,2
39.283302,211.906586,60.094944,-0.227372,-0.849369,-0.476313,-0.120507,0.509906,-0.851748,12.378174,194.216016,23.263856,4.254847,204.280605,-16.674429,10.399817,204.546611,-27.686250,40.253165,175.653983,60.708877,53.949982,179.973642,55.990977,2
37.317074,210.803497,49.901794,-0.224771,-0.855714,-0.466081,-0.119086,0.498859,-0.858463,10.587431,192.541240,13.246010,2.601193,205.518456,-28.371104,9.688546,203.075810,-38.314758,37.712345,173.749757,49.737394,51.639037,178.402042,45.580978,2
34.598854,208.931915,35.154198,-0.213392,-0.862712,-0.458467,-0.115900,0.488317,-0.864936,9.539424,189.877365,-1.687146,1.122199,208.079678,-45.617754,9.325148,201.553127,-54.148102,34.602033,171.121986,34.243174,48.838845,176.137726,30.752628,2
31.279615,203.696304,11.787124,-0.277067,-0.851681,-0.444830,-0.094695,0.484905,-0.869425,8.837281,185.121280,-23.668904,-0.584598,211.611734,-71.141766,7.242447,197.989127,-78.100060,26.778779,167.953426,12.477116,43.271445,169.892870,8.303162,2
30.146719,201.718231,0.204326,-0.271802,-0.845844,-0.458989,-0.082956,0.495762,-0.864487,9.064780,182.840012,-35.394710,0.540043,212.088377,-83.264092,8.710461,198.086302,-90.663927,25.972045,166.397200,1.133788,42.205084,167.888113,-2.944517,2
29.676361,200.714462,-6.438372,-0.266080,-0.842455,-0.468477,-0.075263,0.502670,-0.861196,9.361943,181.591399,-42.445621,0.888238,210.696722,-89.960302,9.381197,197.037613,-97.265524,25.955293,165.389311,-5.351620,41.836911,166.875253,-9.346829,2
29.450603,199.446472,-13.096329,-0.240457,-0.846177,-0.475568,-0.068155,0.503452,-0.861331,11.442208,178.922377,-49.230904,1.431942,206.851147,-96.758282,11.137104,195.452159,-104.424157,27.445125,164.105789,-11.112812,42.475846,165.988791,-15.366175,2
29.628223,199.766602,-15.277357,-0.235884,-0.835504,-0.496278,-0.059931,0.522224,-0.850700,11.919919,179.873273,-52.498630,1.982377,207.498642,-98.863328,11.629596,196.626695,-106.435565,27.734745,164.582419,-13.520218,42.740993,166.415790,-17.983185,2
29.909176,200.468323,-15.156069,-0.238044,-0.837653,-0.491603,-0.057143,0.517354,-0.853861,11.730096,180.598244,-52.988865,1.863228,206.261002,-98.576245,11.602571,196.545572,-106.271317,28.152119,165.520456,-12.522528,42.990195,167.120903,-17.456029,2
30.121117,201.619171,-12.865054,-0.242574,-0.842860,-0.480359,-0.057694,0.506804,-0.860128,11.365650,181.723824,-50.409709,1.537865,205.742038,-96.029028,11.507176,196.919028,-104.011763,28.611281,166.534552,-9.632437,43.069194,168.172353,-14.681530,2
30.386805,203.272659,-8.951395,-0.246127,-0.843078,-0.478164,-0.060645,0.505769,-0.860535,11.307119,183.569243,-46.254451,1.184174,206.716187,-91.737475,11.171307,198.548827,-100.009287,29.078148,167.876070,-5.898160,43.220304,169.743306,-10.856015,2
30.814798,205.487961,-3.765159,-0.252522,-0.843513,-0.474046,-0.064197,0.503450,-0.861636,11.753906,185.580679,-40.648701,0.983021,208.964818,-86.351002,10.657390,200.621443,-94.596454,29.316545,169.989349,-0.809140,43.480643,171.885727,-5.734155,2
31.697084,208.756989,5.934712,-0.250354,-0.849899,-0.463674,-0.074327,0.494385,-0.866059,12.933670,188.187108,-30.169779,1.556550,213.057065,-76.881297,10.572319,203.841101,-84.923969,29.794716,173.330118,8.542343,44.578576,175.297975,3.823795,2
34.105045,216.353790,26.434210,-0.219297,-0.865144,-0.451037,-0.097214,0.479365,-0.872215,14.154677,195.833746,-9.813806,3.733617,219.548505,-56.396111,11.980180,210.819276,-64.350995,32.451593,180.139818,27.321704,48.100203,183.402991,23.388662,2
35.200939,219.231354,35.071198,-0.203172,-0.864962,-0.458871,-0.100069,0.484534,-0.869030,13.948732,197.975858,-1.896030,4.254244,219.564075,-46.889663,12.550629,213.374432,-55.441493,34.657775,182.353120,35.162020,49.722757,186.558316,31.631186,2
36.429256,221.720367,44.023430,-0.199441,-0.863267,-0.463673,-0.101203,0.488795,-0.866509,13.589880,200.167719,6.521766,4.706006,219.407814,-36.828008,13.020215,215.717342,-46.178846,36.370977,184.396556,43.544810,51.071594,189.133188,40.296970,2
38.421234,224.913498,57.358799,-0.184563,-0.866381,-0.464027,-0.108077,0.487165,-0.866596,14.134791,202.501718,19.303561,5.958409,218.016309,-21.756876,14.237570,217.978323,-32.558261,39.554639,187.341533,56.825979,53.642507,192.627220,53.671849,2
40.185181,227.100708,66.757828,-0.186271,-0.866813,-0.462535,-0.103474,0.485464,-0.868112,14.989366,204.564055,28.348689,7.482603,217.652013,-11.267395,15.519602,219.861377,-23.143316,41.462997,189.842842,66.962791,55.426163,194.892117,63.485952,2
43.141682,229.518951,85.520897,-0.198878,-0.870020,-0.451124,-0.107262,0.476877,-0.872401,16.340272,207.076451,47.044860,9.436797,219.496509,7.624124,16.620326,221.959328,-4.240241,44.479744,192.808589,87.059491,58.240625,197.340079,82.878850,2
44.762878,230.852600,99.192482,-0.194470,-0.876473,-0.440427,-0.120754,0.466975,-0.875986,18.502045,207.134477,60.780169,10.629161,222.007741,20.441209,17.174953,223.521327,9.205623,46.608616,194.395432,101.253153,60.141935,198.768896,96.667844,2
46.140152,231.827194,114.456573,-0.211958,-0.887200,-0.409816,-0.137150,0.442198,-0.886369,19.875446,206.590266,77.064482,10.990868,226.077046,34.318518,16.512770,225.113655,24.141037,47.622671,195.450597,117.065771,60.965992,199.301044,111.993535,2
47.243488,234.161575,126.646584,-0.204382,-0.879803,-0.429155,-0.150526,0.461442,-0.874307,22.844556,207.585854,88.583591,10.546685,233.259557,45.771329,15.914875,230.307324,36.542910,49.179520,198.238136,128.425442,62.598739,202.062436,123.456250,2
47.365353,235.311523,128.571304,-0.213476,-0.876100,-0.432293,-0.148573,0.466460,-0.871975,23.194669,208.328278,90.438721,10.305746,236.478738,47.467287,15.610776,232.812436,38.455884,48.886217,199.521005,130.169225,62.449530,203.130563,125.204317,2
47.175747,236.594025,127.040710,-0.232604,-0.871984,-0.430743,-0.138841,0.468126,-0.872686,21.359685,210.301160,88.965221,10.611580,240.169196,45.482024,15.643283,235.461801,36.626375,47.748365,200.664598,128.170970,61.397724,203.966951,123.268246,2
46.869328,237.307938,123.797775,-0.239370,-0.863561,-0.443806,-0.133311,0.481997,-0.865972,20.299635,212.185652,85.414072,10.648339,242.499953,42.231632,15.676531,237.330336,33.451731,46.859828,201.276709,124.049960,60.701472,204.525888,119.295825,2
46.183239,237.923752,116.451187,-0.238355,-0.854775,-0.461027,-0.121337,0.497200,-0.859110,19.253744,214.160214,77.503645,10.863769,243.506441,34.875876,16.116828,238.240213,26.173822,45.642612,201.799442,115.858612,59.820311,205.071678,111.376733,2
45.424820,237.928665,109.985085,-0.235001,-0.849126,-0.473032,-0.109756,0.506730,-0.855090,18.608576,214.934349,70.522441,10.916950,243.145468,28.379417,16.316685,238.193065,19.669648,44.669544,201.867870,109.187017,59.089605,205.136865,104.875810,2
44.401405,237.477249,102.608009,-0.222889,-0.849094,-0.478915,-0.103483,0.509106,-0.854460,17.892629,214.630466,62.896155,10.495219,240.722240,21.147961,16.219011,236.656708,12.284324,43.937099,201.539981,101.982846,58.496037,204.935704,97.788513,2
